Title,Date,Category,Link
Physician Assistant Admits To Unlawful Practice Of Medicine,"June 26, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-assistant-admits-to-unlawful-practice-of-medicine/
"Attorney General Cameron Announces Indictment Of Perry County Man For Abuse Of Adults, Related Charges","June 26, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-cameron-announces-indictment-of-perry-county-man-for-abuse-of-adults-related-charges/
"Garfield Park Behavioral Hospital Agreed to Pay $85,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Individual Excluded from Illinois Medicaid","June 23, 2023",CIA Reportable Events,https://oig.hhs.gov/fraud/enforcement/garfield-park-behavioral-hospital-agreed-to-pay-85000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-individual-excluded-from-illinois-medicaid/
"Hartgrove Behavioral Health System Agreed to Pay $735,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Individual Excluded from Illinois Medicaid","June 23, 2023",CIA Reportable Events,https://oig.hhs.gov/fraud/enforcement/hartgrove-behavioral-health-system-agreed-to-pay-735000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-individual-excluded-from-illinois-medicaid/
"CHI Health Creighton University Medical Center - Bergan Mercy Agreed to Pay $60,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide an Appropriate Medical Screening Examination and Stabilizing Treatment","June 23, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/chi-health-creighton-university-medical-center-bergan-mercy-agreed-to-pay-60000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-an-appropriate-medical-screening-examination-and-stabilizing-treatment/
"CHI Health Lakeside Agreed to Pay $80,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide an Appropriate and Timely Medical Screening Examination","June 23, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/chi-health-lakeside-agreed-to-pay-80000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-an-appropriate-and-timely-medical-screening-examination/
Inland Empire Skilled Nursing Facility And Management Company Agree To Pay $3.8M To Settle Allegations Of Kickbacks To Doctors,"June 23, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/inland-empire-skilled-nursing-facility-and-management-company-agree-to-pay-38m-to-settle-allegations-of-kickbacks-to-doctors/
San Jose Doctor Convicted Of Twelve Counts Of Illegally Prescribing Opioids,"June 23, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/san-jose-doctor-convicted-of-twelve-counts-of-illegally-prescribing-opioids/
Doctor Convicted Of Illegally Distributing Opioids And Other Drugs,"June 23, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-of-illegally-distributing-opioids-and-other-drugs/
Attorney General Cameron Announces Investigation By His Office Leads To Indictment Of Scott County Man For Medicaid Fraud,"June 23, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-cameron-announces-investigation-by-his-office-leads-to-indictment-of-scott-county-man-for-medicaid-fraud/
Milwaukee Woman Indicted For Perpetrating A $2.3 Million Health Care Fraud,"June 22, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/milwaukee-woman-indicted-for-perpetrating-a-23-million-health-care-fraud/
"University City Man Sentenced To 5 Years In Prison For Missouri Medicaid, Pandemic Loan Fraud","June 21, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/university-city-man-sentenced-to-5-years-in-prison-for-missouri-medicaid-pandemic-loan-fraud/
California Skilled Nursing Facility And Management Company Agree To Pay $3.825 Million To Settle Allegations Of Kickbacks To Referring Physicians,"June 21, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-skilled-nursing-facility-and-management-company-agree-to-pay-3825-million-to-settle-allegations-of-kickbacks-to-referring-physicians/
"Georgia Urgent Care Chain Agrees To Pay $1,600,000 To Resolve False Claim Act Allegations","June 20, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/georgia-urgent-care-chain-agrees-to-pay-1600000-to-resolve-false-claim-act-allegations/
D.C. Man Sentenced For Financial Exploitation Of A Family Member,"June 20, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dc-man-sentenced-for-financial-exploitation-of-a-family-member/
Lab Billing Company Settles False Claims Act Allegations Relating To Unnecessary Respiratory Panels Run On Seniors Receiving COVID-19 Tests,"June 16, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/lab-billing-company-settles-false-claims-act-allegations-relating-to-unnecessary-respiratory-panels-run-on-seniors-receiving-covid-19-tests/
Former Alaska Advanced Nurse Practitioner Sentenced To 30 Years For Illegally Prescribing Millions Of Opioids Causing Five Deaths,"June 16, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-alaska-advanced-nurse-practitioner-sentenced-to-30-years-for-illegally-prescribing-millions-of-opioids-causing-five-deaths/
Health Care Information Technology Contractor Agrees To Pay More Than $1.7 Million To Resolve False Claims Act Allegations For Charging Unallowable Costs To The National Institutes Of Health,"June 16, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/health-care-information-technology-contractor-agrees-to-pay-more-than-17-million-to-resolve-false-claims-act-allegations-for-charging-unallowable-costs-to-the-national-institutes-of-health/
"Raleigh ENT Doctor Sentenced To 25 Years In Prison For Adulterating Surgical Devices, For Defrauding Medicare, And For Stealing Patient Identities","June 16, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/raleigh-ent-doctor-sentenced-to-25-years-in-prison-for-adulterating-surgical-devices-for-defrauding-medicare-and-for-stealing-patient-identities/
Cambria County Woman Pleads Guilty To Conspiracy To Commit Health Care Fraud,"June 16, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cambria-county-woman-pleads-guilty-to-conspiracy-to-commit-health-care-fraud/
Rome Jury Finds Dr. Charles Adams And Full Circle Medical Center Liable For False Claims Act Violations,"June 16, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rome-jury-finds-dr-charles-adams-and-full-circle-medical-center-liable-for-false-claims-act-violations/
Suburban Chicago Doctor Sentenced To Federal Prison And Fined $1 Million For Health Care Fraud,"June 16, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/suburban-chicago-doctor-sentenced-to-federal-prison-and-fined-1-million-for-health-care-fraud/
Man Convicted Of $54M Bribery And Kickback Scheme Involving Fraudulent Prescriptions,"June 16, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-convicted-of-54m-bribery-and-kickback-scheme-involving-fraudulent-prescriptions/
Two Jacksonville Compounding Pharmacies And Their Owner Agree To Pay At Least $7.4 Million To Resolve False Claims Act Allegations,"June 15, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-jacksonville-compounding-pharmacies-and-their-owner-agree-to-pay-at-least-74-million-to-resolve-false-claims-act-allegations/
Two Florida Medical Centers Agreed to Pay $1.4 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Upcoded Dialysis Services,"June 15, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/two-florida-medical-centers-agreed-to-pay-14-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-upcoded-dialysis-services/
Three Defendants Plead Guilty In Personal Care Attendant Fraud Cases,"June 15, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/three-defendants-plead-guilty-in-personal-care-attendant-fraud-cases/
"Vault Medical Services Agreed to Pay $412,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for COVID-19 Testing Services Not Provided as Claimed","June 14, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/vault-medical-services-agreed-to-pay-412000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-covid-19-testing-services-not-provided-as-claimed/
Former Executive Director Sentenced To Prison For Health Care Fraud,"June 14, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-executive-director-sentenced-to-prison-for-health-care-fraud/
Three Charged In $6M Pediatric Dental Fraud Scheme,"June 14, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-charged-in-6m-pediatric-dental-fraud-scheme/
"Summit Health Group Agreed to Pay $25,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing Two Individuals Excluded from New York Medicaid","June 14, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/summit-health-group-agreed-to-pay-25000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-two-individuals-excluded-from-new-york-medicaid/
Carr: Hart County Man Indicted For Elder Exploitation,"June 14, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carr-hart-county-man-indicted-for-elder-exploitation/
Attorney General Josh Stein Announces $4.7 Million Health Care Conviction,"June 14, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-47-million-health-care-conviction/
"Chinese-American Planning Council Home Attendant Program Agreed to Pay $866,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Individual Excluded from New York Medicaid","June 13, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/chinese-american-planning-council-home-attendant-program-agreed-to-pay-866000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-individual-excluded-from-new-york-medicaid/
Maryland Man Arrested on Felony Charges For Actions During Jan. 6 Capitol Breach,"June 13, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-man-arrested-on-felony-charges-for-actions-during-jan-6-capitol-breach/
Pocatello Nurse Practitioner Is Fined And Surrenders License For Unlawful Prescriptions And Fraud,"June 13, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pocatello-nurse-practitioner-is-fined-and-surrenders-license-for-unlawful-prescriptions-and-fraud/
Fayetteville Cardiologist Agrees To Pay Over $5 Million To Resolve Allegedly False Medicare And Medicaid Claims,"June 13, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fayetteville-cardiologist-agrees-to-pay-over-5-million-to-resolve-allegedly-false-medicare-and-medicaid-claims/
Federal Jury Finds Physician Assistant Guilty Of $10 Million Medicare Fraud,"June 13, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-jury-finds-physician-assistant-guilty-of-10-million-medicare-fraud/
inSite Digestive Health Care Agreed to Pay $1.7 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services by Uncredentialed Providers and Claims Out of Compliance with Incident-To or Split/Share Rules,"June 13, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/insite-digestive-health-care-agreed-to-pay-17-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-by-uncredentialed-providers-and-claims-out-of-compliance-with-incident-to-or-splitshare-rules/
Attorney General Alan Wilson Announces Arrest Of Kershaw Co. Man For Exploitation Of A Vulnerable Adult,"June 13, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-kershaw-co-man-for-exploitation-of-a-vulnerable-adult/
Office Of The Attorney General’s Medicaid Fraud Control Unit Sends Owner Of Home Health Company To Prison For 57 Months For $1.4 Million Fraud Scheme,"June 13, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/office-of-the-attorney-generals-medicaid-fraud-control-unit-sends-owner-of-home-health-company-to-prison-for-57-months-for-14-million-fraud-scheme/
Gloucester County Man Admits Healthcare Fraud,"June 12, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/gloucester-county-man-admits-healthcare-fraud/
"Boston Heart Diagnostics Corporation Agreed to Pay $641,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Free Staffing Services","June 12, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/boston-heart-diagnostics-corporation-agreed-to-pay-641000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-free-staffing-services/
"Robin Medical and Erez Nevo Agreed to Pay $250,000 for Allegedly Violating the Civil Monetary Penalties Law by Making Misrepresentations in NIH Grant Applications and Progress Reports","June 9, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/robin-medical-and-erez-nevo-agreed-to-pay-250000-for-allegedly-violating-the-civil-monetary-penalties-law-by-making-misrepresentations-in-nih-grant-applications-and-progress-reports/
Tea Woman Charged With Tampering With Consumer Products And Obtaining Controlled Substances By Fraud,"June 9, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tea-woman-charged-with-tampering-with-consumer-products-and-obtaining-controlled-substances-by-fraud/
"Cincinnati Children’s Hospital Medical Center Agreed to Pay $124,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","June 9, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/cincinnati-childrens-hospital-medical-center-agreed-to-pay-124000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
TennCare Fraud Investigation Leads To Arrest In Memphis,"June 9, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/tenncare-fraud-investigation-leads-to-arrest-in-memphis/
Lavaca Man Sentenced In $134 Million COVID-19 Health Care Fraud And Money Laundering Scheme,"June 8, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/lavaca-man-sentenced-in-134-million-covid-19-health-care-fraud-and-money-laundering-scheme/
Chief Compliance Officer Convicted of $50M Medicare Fraud Scheme,"June 8, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chief-compliance-officer-convicted-of-50m-medicare-fraud-scheme/
Former Owner Of Watauga Recovery Clinics Sentenced To Prison,"June 7, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-owner-of-watauga-recovery-clinics-sentenced-to-prison/
"Bonita Community Health Center Agreed to Pay $241,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Below Fair Market Value Leased Space","June 7, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/bonita-community-health-center-agreed-to-pay-241000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-below-fair-market-value-leased-space/
Miami Man Sentenced To Federal Prison For Retaliatory Attack On Federal Cooperating Witness,"June 6, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-man-sentenced-to-federal-prison-for-retaliatory-attack-on-federal-cooperating-witness/
Battle Creek Couple Sentenced On Fraud Charges,"June 6, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/battle-creek-couple-sentenced-on-fraud-charges/
Pharmacist Sentenced For $1M Prescription Drug Fraud Scheme,"June 6, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-sentenced-for-1m-prescription-drug-fraud-scheme/
"Morgan Wood, MD Agreed to Pay $150,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Ordering Durable Medical Equipment, Genetic Testing, UV Light Therapy Systems and Prescribing Medications","June 2, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/morgan-wood-md-agreed-to-pay-150000-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-exchange-for-ordering-durable-medical-equipment-genetic-testing-uv-light-therapy-systems-and-prescribing-medications/
Stacey Hayes Convicted Of Felony Theft Of Medicaid Funds,"June 2, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/stacey-hayes-convicted-of-felony-theft-of-medicaid-funds/
Physician Sentenced For Stealing Approximately $250K From COVID-19 Relief Programs,"June 1, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/physician-sentenced-for-stealing-approximately-250k-from-covid-19-relief-programs/
Woman Facing Federal Charges For Stealing A Nursing License In Order To Fraudulently Work As A Nurse In Indianapolis Nursing Homes,"May 31, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/woman-facing-federal-charges-for-stealing-a-nursing-license-in-order-to-fraudulently-work-as-a-nurse-in-indianapolis-nursing-homes/
"Detroit Medical Center, Vanguard Health Systems, And Tenet Healthcare Corporation Agree To Pay Over $29 Million To Settle False Claims Act Allegations","May 31, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/detroit-medical-center-vanguard-health-systems-and-tenet-healthcare-corporation-agree-to-pay-over-29-million-to-settle-false-claims-act-allegations/
"Woodstock Pain Management Doctor And Clinics Pay $625,000 To Resolve False Claims Act Allegations","May 30, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/woodstock-pain-management-doctor-and-clinics-pay-625000-to-resolve-false-claims-act-allegations/
Richmond Man Sentenced For $1.4 Million Medicare Home Health Fraud Scheme,"May 30, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houston-a-47-year-old-home-health-company-owner-has-been-ordered-to-prison-following-his-conviction-of-conspiracy-to-commit-health-care-fraud-announced-us-attorney-alamdar-s-hamdani/
Boston Man Sentenced To Two Years In Prison For Benefit Fraud,"May 25, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/boston-man-sentenced-to-two-years-in-prison-for-benefit-fraud/
Charleston County Woman Pleads Guilty To Conspiracy To Commit Health Care Fraud,"May 25, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/charleston-county-woman-pleads-guilty-to-conspiracy-to-commit-health-care-fraud/
Long Island Doctor Sentenced To 36 Months In Prison For Illegal Distribution Of Oxycodone,"May 25, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/long-island-doctor-sentenced-to-36-months-in-prison-for-illegal-distribution-of-oxycodone/
Primary Care Physicians To Pay $1.5 Million To Resolve False Claims Act Liability For Submitting Unsupported Diagnoses To The Medicare Advantage Program,"May 25, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/primary-care-physicians-to-pay-15-million-to-resolve-false-claims-act-liability-for-submitting-unsupported-diagnosis-to-the-medicare-advantage-program/
Florida Business Owner Sentenced To 65 Months In Prison For Defrauding Medicare Of $7 Million,"May 25, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-business-owner-sentenced-to-65-months-in-prison-for-defrauding-medicare-of-7-million/
Michigan Vascular Surgeon Sentenced To 80 Months In Prison For Health Care Fraud Conviction And Agrees To Pay Up To $43.419 Million To Resolve False Claims Act Allegations,"May 25, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/michigan-vascular-surgeon-sentenced-to-80-months-in-prison-for-health-care-fraud-conviction-and-agrees-to-pay-up-to-43419-million-to-resolve-false-claims-act-allegations/
Kaleida Health and Olean General Hospital Agreed to Pay $2.7 Million for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to Employees and Family Members Who Were Federal Health Care Program Beneficiaries,"May 25, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/kaleida-health-and-olean-general-hospital-agreed-to-pay-27-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-to-employees-and-family-members-who-were-federal-health-care-program-beneficiaries/
"Western PA Nurse Charged With Killing 2 Patients, Harming Another With Intentional Doses Of Insulin","May 25, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/western-pa-nurse-charged-with-killing-2-patients-harming-another-with-intentional-doses-of-insulin/
"Texas Neurodiagnostic Associates Agreed to Pay $617,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Medically Unnecessary Services","May 24, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/texas-neurodiagnostic-associates-agreed-to-pay-617000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-medically-unnecessary-services/
"Connecticut Naturopath And Practice Pay $400K To Settle False Claims, Improper Billing Allegations","May 24, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-naturopath-and-practice-pay-400k-to-settle-false-claims-improper-billing-allegations/
Massachusetts Eye And Ear Agrees To Pay Over $5.7 Million To Resolve False Claims Act Allegations,"May 24, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/massachusetts-eye-and-ear-agrees-to-pay-over-57-million-to-resolve-false-claims-act-allegations/
Jury Convicts Business Owner In Healthcare Fraud And Charitable Foundation Scheme,"May 24, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jury-convicts-business-owner-in-healthcare-fraud-and-charitable-foundation-scheme/
Attorney General Tong Announces $400K Settlement With Waterbury Naturopath And Practice To Resolve Allegations Of False Claims And Improper Billing,"May 24, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-tong-announces-400k-settlement-with-waterbury-naturopath-and-practice-to-resolve-allegations-of-false-claims-and-improper-billing/
Niles Physician Sentenced To 6 Years In Prison For Illegally Prescribing Controlled Substances And Healthcare Fraud,"May 23, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/niles-physician-sentenced-to-6-years-in-prison-for-illegally-prescribing-controlled-substances-and-healthcare-fraud/
"Grand Rapids Physician Pays Over $135,000 For Allegedly Using Foreign, Unapproved Botox To Treat Medicare Beneficiaries","May 23, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/grand-rapids-physician-pays-over-135000-for-allegedly-using-foreign-unapproved-botox-to-treat-medicare-beneficiaries/
"Village Home Care, CEO, And Two Doctors Pay $490,000 To Resolve False Claims Act Allegations For Paying And Receiving Kickbacks","May 23, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/village-home-care-ceo-and-two-doctors-pay-490000-to-resolve-false-claims-act-allegations-for-paying-and-receiving-kickbacks/
Carr’s Medicaid Fraud Division Secures New Indictment In Fulton County,"May 23, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carrs-medicaid-fraud-division-secures-new-indictment-in-fulton-county/
"Attorney General Cameron Announces Investigation, Prosecution By His Office Leads To Guilty Plea Of Boyle County Woman For Medicaid Fraud","May 22, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-cameron-announces-investigation-prosecution-by-his-office-leads-to-guilty-plea-of-boyle-county-woman-for-medicaid-fraud/
"Baltimore Man Facing Federal Charges For Murder For Hire Resulting In The Death Of A Baltimore Woman, Witness Retaliation And Witness Tampering","May 19, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/baltimore-man-facing-federal-charges-for-murder-for-hire-resulting-in-the-death-of-a-baltimore-woman-witness-retaliation-and-witness-tampering/
Denton Physician Sentenced For Over-Prescribing Opioids,"May 19, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/denton-physician-sentenced-for-over-prescribing-opioids/
"Tennyson Center for Children at Colorado Christian Home Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Mental Health Services Not Provided as Claimed","May 19, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/tennyson-center-for-children-at-colorado-christian-home-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-mental-health-services-not-provided-as-claimed/
"Three Memphis Women Indicted, Charged In TennCare Scheme","May 19, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/three-memphis-women-indicted-charged-in-tenncare-scheme/
Registered Nurse Charged With Falsifying Medical Records,"May 18, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/registered-nurse-charged-with-falsifying-medical-records/
Three Individuals Arrested And Charged For Neglect Resulting In Death Of A Woman With Autism,"May 18, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/three-individuals-arrested-and-charged-for-neglect-resulting-in-death-of-a-woman-with-autism/
U.S. Resolves Civil Claims Against Medical Device Manufacturer For Falsely Claiming That Chinese Components Sold To The Federal Government Were American Made,"May 17, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-resolves-civil-claims-against-medical-device-manufacturer-for-falsely-claiming-that-chinese-components-sold-to-the-federal-government-were-american-made/
False Claims Act Settlement Reached With Rockingham Health Care Provider,"May 17, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/false-claims-act-settlement-reached-with-rockingham-health-care-provider/
U.S. Settles Lawsuit Alleging That Bronx Nursing Home Paid Kickbacks For Patient Referrals And Switched Residents’ Healthcare Coverage Without Their Consent,"May 17, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-settles-lawsuit-alleging-that-bronx-nursing-home-paid-kickbacks-for-patient-referrals-and-switched-residents-healthcare-coverage-without-their-consent/
"Attorney General Josh Stein Reaches $150,000 Medicaid Fraud Settlement With Rockingham Health Care Provider","May 17, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-reaches-150000-medicaid-fraud-settlement-with-rockingham-health-care-provider/
Greenville County Woman Indicted In Federal Court For Health Care Fraud,"May 16, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/greenville-county-woman-indicted-in-federal-court-for-health-care-fraud/
Chicago Doctor And His Wife Held Liable By Jury For Taking Kickbacks And Causing False Medicare Claims; Ordered To Pay Civil Judgment Of More Than $3 Million,"May 16, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chicago-doctor-and-his-wife-held-liable-by-jury-for-taking-kickbacks-and-causing-false-medicare-claims-ordered-to-pay-civil-judgment-of-more-than-3-million/
Paxton’s Medicaid Fraud Control Unit Helps Secure Swift Conviction of Healthcare Marketer for Illegal Kickback Scheme,"May 16, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/paxtons-medicaid-fraud-control-unit-helps-secure-swift-conviction-of-healthcare-marketer-for-illegal-kickback-scheme/
Massachusetts Dentist Sentenced For Embezzling Over $1.2 Million And Defrauding The Government,"May 15, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/massachusetts-dentist-sentenced-for-embezzling-over-12-million-and-defrauding-the-government/
Court Enters $487 Million Judgment Against Precision Lens And Owner Paul Ehlen For Paying Kickbacks To Doctors In Violation Of The False Claims Act,"May 15, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/court-enters-487-million-judgment-against-precision-lens-and-owner-paul-ehlen-for-paying-kickbacks-to-doctors-in-violation-of-the-false-claims-act/
United States Files Complaint Alleging Iowa Surgeon Caused Submission Of False Claims To Medicare,"May 15, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-files-complaint-alleging-iowa-surgeon-caused-submission-of-false-claims-to-medicare/
Guilty Pleas In Fraudulent Nursing Diploma Scheme,"May 15, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/guilty-pleas-in-fraudulent-nursing-diploma-scheme/
Illinois Hospital Agrees To Pay $12.5 Million To Settle Allegations Of Billing Error,"May 12, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/illinois-hospital-agrees-to-pay-125-million-to-settle-allegations-of-billing-error/
Former Mental Health And Community Residence Facility Director Sentenced For Financial Exploitation Of A Vulnerable Adult And Elderly Person,"May 12, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-mental-health-and-community-residence-facility-director-sentenced-for-financial-exploitation-of-a-vulnerable-adult-and-elderly-person/
